date,campaign_id,campaign_name,campaign_type,channel,region,impressions,clicks,conversions,spend,revenue,day_of_week,month,quarter,year,ctr,conversion_rate,cpc,cpa,roas
19/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,86382,2528,92,10365.84,202554.68,Saturday,October,Q4,2024,2.93,3.64,4.1,112.67,19.54
20/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,104223,3681,162,12506.81,528682.94,Sunday,October,Q4,2024,3.53,4.4,3.4,77.2,42.27
21/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,44848,852,20,6727.23,39044.99,Monday,October,Q4,2024,1.9,2.35,7.9,336.36,5.8
22/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,68539,1989,72,10280.92,207754.41,Tuesday,October,Q4,2024,2.9,3.62,5.17,142.79,20.21
23/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,69534,2048,75,10430.14,231173.1,Wednesday,October,Q4,2024,2.95,3.66,5.09,139.07,22.16
24/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,76434,2474,100,11465.12,309929.43,Thursday,October,Q4,2024,3.24,4.04,4.63,114.65,27.03
25/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,49746,1048,27,7461.98,97733.4,Friday,October,Q4,2024,2.11,2.58,7.12,276.37,13.1
26/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,60803,1252,32,7296.39,65907.66,Saturday,October,Q4,2024,2.06,2.56,5.83,228.01,9.03
27/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,91248,2821,109,10949.79,371274.31,Sunday,October,Q4,2024,3.09,3.86,3.88,100.46,33.91
28/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,70024,2077,77,10503.71,143660.22,Monday,October,Q4,2024,2.97,3.71,5.06,136.41,13.68
29/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,69410,2040,74,10411.52,161524.84,Tuesday,October,Q4,2024,2.94,3.63,5.1,140.7,15.51
30/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,70678,2116,79,10601.79,273092.71,Wednesday,October,Q4,2024,2.99,3.73,5.01,134.2,25.76
31/10/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,57108,1381,41,8566.34,129473.91,Thursday,October,Q4,2024,2.42,2.97,6.2,208.94,15.11
01/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,69168,2026,74,10375.35,185124.17,Friday,November,Q4,2024,2.93,3.65,5.12,140.21,17.84
02/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,87466,2592,96,10495.95,148499.42,Saturday,November,Q4,2024,2.96,3.7,4.05,109.33,14.15
03/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,70818,1699,50,8498.27,147466.39,Sunday,November,Q4,2024,2.4,2.94,5,169.97,17.35
04/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,90763,3489,167,13614.56,333282.21,Monday,November,Q4,2024,3.84,4.79,3.9,81.52,24.48
05/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,72362,2218,84,10854.39,147914.94,Tuesday,November,Q4,2024,3.07,3.79,4.89,129.22,13.63
06/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,50349,1073,28,7552.49,55481.79,Wednesday,November,Q4,2024,2.13,2.61,7.04,269.73,7.35
07/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,74778,2368,93,11216.72,250839.16,Thursday,November,Q4,2024,3.17,3.93,4.74,120.61,22.36
08/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,53213,1199,33,7982.05,26504.75,Friday,November,Q4,2024,2.25,2.75,6.66,241.88,3.32
09/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,95629,3099,125,11475.56,348576.32,Saturday,November,Q4,2024,3.24,4.03,3.7,91.8,30.38
10/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,101768,3509,151,12212.25,398508.28,Sunday,November,Q4,2024,3.45,4.3,3.48,80.88,32.63
11/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,55249,1293,37,8287.42,75198.02,Monday,November,Q4,2024,2.34,2.86,6.41,223.98,9.07
12/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,78834,2632,109,11825.14,362920.06,Tuesday,November,Q4,2024,3.34,4.14,4.49,108.49,30.69
13/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,71555,2168,82,10733.33,245110.49,Wednesday,November,Q4,2024,3.03,3.78,4.95,130.89,22.84
14/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,76966,2509,102,11544.91,205527.21,Thursday,November,Q4,2024,3.26,4.07,4.6,113.19,17.8
15/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,91173,3521,169,13676.06,331913.75,Friday,November,Q4,2024,3.86,4.8,3.88,80.92,24.27
16/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,78568,2091,69,9428.21,210872.36,Saturday,November,Q4,2024,2.66,3.3,4.51,136.64,22.37
17/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,70168,1668,49,8420.17,63069.92,Sunday,November,Q4,2024,2.38,2.94,5.05,171.84,7.49
18/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,54339,1250,35,8150.93,78186.57,Monday,November,Q4,2024,2.3,2.8,6.52,232.88,9.59
19/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,55313,1296,37,8297.08,73821.02,Tuesday,November,Q4,2024,2.34,2.85,6.4,224.25,8.9
20/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,65079,1794,61,9761.91,155910.02,Wednesday,November,Q4,2024,2.76,3.4,5.44,160.03,15.97
21/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,70608,2111,78,10591.29,208174.29,Thursday,November,Q4,2024,2.99,3.69,5.02,135.79,19.66
22/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,69756,2061,76,10463.47,192236.71,Friday,November,Q4,2024,2.95,3.69,5.08,137.68,18.37
23/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,96292,3142,128,11555.07,436208.44,Saturday,November,Q4,2024,3.26,4.07,3.68,90.27,37.75
24/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,82838,2325,81,9940.58,217278.48,Sunday,November,Q4,2024,2.81,3.48,4.28,122.72,21.86
25/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,85313,3083,139,12797.1,312472.86,Monday,November,Q4,2024,3.61,4.51,4.15,92.07,24.42
26/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,62599,1659,54,9390,82691.07,Tuesday,November,Q4,2024,2.65,3.25,5.66,173.89,8.81
27/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,102058,4412,238,15308.79,732440.2,Wednesday,November,Q4,2024,4.32,5.39,3.47,64.32,47.84
28/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,74369,2342,92,11155.47,268871.59,Thursday,November,Q4,2024,3.15,3.93,4.76,121.26,24.1
29/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,54767,1270,36,8215.09,131783.31,Friday,November,Q4,2024,2.32,2.83,6.47,228.2,16.04
30/11/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,64927,1428,39,7791.26,74179.41,Saturday,November,Q4,2024,2.2,2.73,5.46,199.78,9.52
01/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,84124,2582,99,10094.99,249592.31,Sunday,December,Q4,2024,3.07,3.83,3.91,101.97,24.72
02/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,58634,1568,52,8795.13,127558.38,Monday,December,Q4,2024,2.67,3.32,5.61,169.14,14.5
03/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,70142,2244,89,10521.3,216262.11,Tuesday,December,Q4,2024,3.2,3.97,4.69,118.22,20.55
04/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,67186,2059,78,10077.98,195648.35,Wednesday,December,Q4,2024,3.06,3.79,4.89,129.2,19.41
05/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,60483,1668,57,9072.5,64317,Thursday,December,Q4,2024,2.76,3.42,5.44,159.17,7.09
06/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,50982,1185,34,7647.38,107439.61,Friday,December,Q4,2024,2.32,2.87,6.45,224.92,14.05
07/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,53477,1043,25,6417.28,75564.12,Saturday,December,Q4,2024,1.95,2.4,6.15,256.69,11.78
08/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,69870,1781,56,8384.42,190645.21,Sunday,December,Q4,2024,2.55,3.14,4.71,149.72,22.74
09/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,71890,2357,96,10783.5,412767.31,Monday,December,Q4,2024,3.28,4.07,4.58,112.33,38.28
10/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,64005,1868,68,9600.82,152648.18,Tuesday,December,Q4,2024,2.92,3.64,5.14,141.19,15.9
11/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,46085,968,25,6912.8,61777.14,Wednesday,December,Q4,2024,2.1,2.58,7.14,276.51,8.94
12/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,63503,1839,66,9525.48,165516.57,Thursday,December,Q4,2024,2.9,3.59,5.18,144.33,17.38
13/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,66107,1993,75,9916.09,304031.13,Friday,December,Q4,2024,3.01,3.76,4.98,132.21,30.66
14/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,63159,1455,41,7579.14,45715.99,Saturday,December,Q4,2024,2.3,2.82,5.21,184.86,6.03
15/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,79080,2282,82,9489.66,236866.38,Sunday,December,Q4,2024,2.89,3.59,4.16,115.73,24.96
16/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,62091,1758,62,9313.78,82046.76,Monday,December,Q4,2024,2.83,3.53,5.3,150.22,8.81
17/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,47346,1022,27,7102.03,13500,Tuesday,December,Q4,2024,2.16,2.64,6.95,263.04,1.9
18/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,65769,1973,73,9865.4,64483.36,Wednesday,December,Q4,2024,3,3.7,5,135.14,6.54
19/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,68261,2125,82,10239.18,114355.98,Thursday,December,Q4,2024,3.11,3.86,4.82,124.87,11.17
20/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,74672,2543,108,11200.84,362363.8,Friday,December,Q4,2024,3.41,4.25,4.4,103.71,32.35
21/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,92891,3149,133,11146.99,240106.45,Saturday,December,Q4,2024,3.39,4.22,3.54,83.81,21.54
22/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,55582,1127,28,6669.87,64904.95,Sunday,December,Q4,2024,2.03,2.48,5.92,238.21,9.73
23/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,49865,1134,32,7479.76,50214.07,Monday,December,Q4,2024,2.27,2.82,6.6,233.74,6.71
24/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,67699,2090,80,10154.94,239100.83,Tuesday,December,Q4,2024,3.09,3.83,4.86,126.94,23.55
25/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,67684,2089,80,10152.64,129474.46,Wednesday,December,Q4,2024,3.09,3.83,4.86,126.91,12.75
26/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,67699,2090,80,10154.97,284329.74,Thursday,December,Q4,2024,3.09,3.83,4.86,126.94,28
27/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,108671,5387,333,16300.71,567936.72,Friday,December,Q4,2024,4.96,6.18,3.03,48.95,34.84
28/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,85481,2666,103,10257.79,194478.22,Saturday,December,Q4,2024,3.12,3.86,3.85,99.59,18.96
29/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,94146,3234,138,11297.54,358550.61,Sunday,December,Q4,2024,3.44,4.27,3.49,81.87,31.74
30/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,73088,2436,101,10963.22,254496.67,Monday,December,Q4,2024,3.33,4.15,4.5,108.55,23.21
31/12/2024,CMP_1001,Retargeting - Facebook - North - Q2,Retargeting,Facebook,North,69373,2195,86,10406.02,313018.68,Tuesday,December,Q4,2024,3.16,3.92,4.74,121,30.08
27/08/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,242246,8077,323,42350.8,838613.24,Sunday,August,Q3,2023,3.33,4,5.24,131.12,19.8
28/08/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,257471,10037,469,49513.77,719320.58,Monday,August,Q3,2023,3.9,4.67,4.93,105.57,14.53
29/08/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,204359,6323,234,39299.84,480105.24,Tuesday,August,Q3,2023,3.09,3.7,6.22,167.95,12.22
30/08/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,222944,7525,304,42873.91,620698.94,Wednesday,August,Q3,2023,3.38,4.04,5.7,141.03,14.48
31/08/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,214326,6955,270,41216.62,831609.12,Thursday,August,Q3,2023,3.25,3.88,5.93,152.65,20.18
01/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,233994,8290,352,44998.93,988076.11,Friday,September,Q3,2023,3.54,4.25,5.43,127.84,21.96
02/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,342553,16152,913,59887.03,2195296.8,Saturday,September,Q3,2023,4.72,5.65,3.71,65.59,36.66
03/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,183052,4612,139,32002.17,444200.32,Sunday,September,Q3,2023,2.52,3.01,6.94,230.23,13.88
04/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,254950,9841,455,49028.95,945127.3,Monday,September,Q3,2023,3.86,4.62,4.98,107.76,19.28
05/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,175237,4649,148,33699.49,353869.92,Tuesday,September,Q3,2023,2.65,3.18,7.25,227.7,10.5
06/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,214792,6985,272,41306.18,719333.46,Wednesday,September,Q3,2023,3.25,3.89,5.91,151.86,17.41
07/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,268913,10949,534,51714.07,1987839.04,Thursday,September,Q3,2023,4.07,4.88,4.72,96.84,38.44
08/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,233384,8247,349,44881.62,844989.54,Friday,September,Q3,2023,3.53,4.23,5.44,128.6,18.83
09/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,213165,6254,220,37266.65,488259.39,Saturday,September,Q3,2023,2.93,3.52,5.96,169.39,13.1
10/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,226988,7092,265,39683.39,440782.55,Sunday,September,Q3,2023,3.12,3.74,5.6,149.75,11.11
11/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,254719,9823,454,48984.52,1384174.15,Monday,September,Q3,2023,3.86,4.62,4.99,107.9,28.26
12/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,205831,6414,239,39582.95,485142.2,Tuesday,September,Q3,2023,3.12,3.73,6.17,165.62,12.26
13/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,238660,8624,373,45896.34,1035055.61,Wednesday,September,Q3,2023,3.61,4.33,5.32,123.05,22.55
14/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,232735,8201,346,44756.87,338634.38,Thursday,September,Q3,2023,3.52,4.22,5.46,129.36,7.57
15/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,208562,6586,249,40108.16,830302.84,Friday,September,Q3,2023,3.16,3.78,6.09,161.08,20.7
16/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,336042,15543,862,58748.71,1236495.72,Saturday,September,Q3,2023,4.63,5.55,3.78,68.15,21.05
17/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,278449,10672,490,48679.94,920281.79,Sunday,September,Q3,2023,3.83,4.59,4.56,99.35,18.9
18/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,160937,3921,114,30949.45,381542.6,Monday,September,Q3,2023,2.44,2.91,7.89,271.49,12.33
19/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,237620,8549,369,45696.27,528564.24,Tuesday,September,Q3,2023,3.6,4.32,5.35,123.84,11.57
20/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,208209,6563,248,40040.24,604236.12,Wednesday,September,Q3,2023,3.15,3.78,6.1,161.45,15.09
21/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,260712,10291,487,50136.98,1246430.17,Thursday,September,Q3,2023,3.95,4.73,4.87,102.95,24.86
22/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,203676,6281,232,39168.51,394667.86,Friday,September,Q3,2023,3.08,3.69,6.24,168.83,10.08
23/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,249895,8595,354,43687.94,1265318.63,Saturday,September,Q3,2023,3.44,4.12,5.08,123.41,28.96
24/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,273531,10298,465,47820.23,1720045.53,Sunday,September,Q3,2023,3.76,4.52,4.64,102.84,35.97
25/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,261174,10328,490,50225.81,452125.94,Monday,September,Q3,2023,3.95,4.74,4.86,102.5,9
26/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,189537,5439,187,36449.48,250731.05,Tuesday,September,Q3,2023,2.87,3.44,6.7,194.92,6.88
27/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,219557,7298,291,42222.56,915656.46,Wednesday,September,Q3,2023,3.32,3.99,5.79,145.09,21.69
28/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,214687,6978,272,41286.09,396461.95,Thursday,September,Q3,2023,3.25,3.9,5.92,151.79,9.6
29/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,208502,6582,249,40096.63,545083.44,Friday,September,Q3,2023,3.16,3.78,6.09,161.03,13.59
30/09/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,321606,14237,756,56224.96,1968353.1,Saturday,September,Q3,2023,4.43,5.31,3.95,74.37,35.01
01/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,377604,14018,624,66014.76,1905371.56,Sunday,October,Q4,2023,3.71,4.45,4.71,105.79,28.86
02/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,262411,7447,253,50463.68,587313.67,Monday,October,Q4,2023,2.84,3.4,6.78,199.46,11.64
03/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,368173,14660,700,70802.56,1803323.72,Tuesday,October,Q4,2023,3.98,4.77,4.83,101.15,25.47
04/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,426632,19685,1089,82044.8,2045810.28,Wednesday,October,Q4,2023,4.61,5.53,4.17,75.34,24.94
05/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,373736,15106,732,71872.4,2586806.95,Thursday,October,Q4,2023,4.04,4.85,4.76,98.19,35.99
06/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,249863,6752,218,48050.68,458617.26,Friday,October,Q4,2023,2.7,3.23,7.12,220.42,9.54
07/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,330123,10715,417,57713.81,1155834.89,Saturday,October,Q4,2023,3.25,3.89,5.39,138.4,20.03
08/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,423628,17644,881,74060.98,1841897.48,Sunday,October,Q4,2023,4.16,4.99,4.2,84.06,24.87
09/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,289265,9049,339,55628.01,876334.93,Monday,October,Q4,2023,3.13,3.75,6.15,164.09,15.75
10/10/2023,CMP_1002,Brand Awareness - Google Ads - South - Q3,Brand Awareness,Google Ads,South,345162,12884,577,66377.31,1364875.91,Tuesday,October,Q4,2023,3.73,4.48,5.15,115.04,20.56
